nii,mean,median,mode,median_low,median_high,median_grouped,1,3
./res_dicom2nifti/173/1.2.826.0.1.3680043.8.498.11437884898819456561211167727784161545/1.2.826.0.1.3680043.8.498.43074926039031073610637603997433949669.nii,-482.46481248809073,-267.0,-1002.0,-267.0,-267.0,-266.8673469387755,-996.0,-34.0
./res_dicom2nifti/174/1.2.826.0.1.3680043.8.498.42510590719614401436384295441969281694/1.2.826.0.1.3680043.8.498.33879451627410069032888302358048920657.nii,-522.429931640625,-839.0,-1024.0,-839.0,-839.0,-838.6736111111111,-998.0,-73.0
./res_dicom2nifti/176/1.2.826.0.1.3680043.8.498.50690086041947124061680273926934650408/1.2.826.0.1.3680043.8.498.41067113871024022489598240359721455843.nii,-491.4646537780762,-568.0,-1000.0,-568.0,-568.0,-567.6153081510935,-953.0,-70.0
./res_dicom2nifti/177/1.2.826.0.1.3680043.8.498.35519105002065973452065767280661873009/1.2.826.0.1.3680043.8.498.12734921665156503819898217619089176807.nii,-481.29795665614654,-451.0,-997.0,-451.0,-451.0,-450.9878048780488,-982.0,-45.0
./res_dicom2nifti/177/1.2.826.0.1.3680043.8.498.35519105002065973452065767280661873009/1.2.826.0.1.3680043.8.498.13310604024143134554510173722079662139.nii,-485.3201353783701,-489.0,-1000.0,-489.0,-489.0,-488.71153846153845,-990.0,-48.0
./res_dicom2nifti/178/1.2.826.0.1.3680043.8.498.10883757637513974004991319487327686078/1.2.826.0.1.3680043.8.498.78842496806286787179133781167687678411.nii,-527.7924346923828,-848.0,-1024.0,-848.0,-848.0,-848.2517006802722,-993.0,-50.0
./res_dicom2nifti/179/1.2.826.0.1.3680043.8.498.42182025058819382673143449883185096465/1.2.826.0.1.3680043.8.498.21829312954375475590575276291276641974.nii,-609.2266155424572,-955.0,-998.0,-955.0,-955.0,-954.5152750809061,-992.0,-34.0
./res_dicom2nifti/18/1.2.826.0.1.3680043.8.498.13191241008852403513781537477321403734/1.2.826.0.1.3680043.8.498.13226389318360530762560634255796632485.nii,-528.6262810116723,-829.0,-1024.0,-829.0,-829.0,-829.0833333333334,-997.0,-44.0
./res_dicom2nifti/180/1.2.826.0.1.3680043.8.498.72899674769257255449301787196710362971/1.2.826.0.1.3680043.8.498.45813302147522985998663777044825826088.nii,-359.3644234793527,-108.0,-999.0,-108.0,-108.0,-108.10144927536231,-890.0,-3.0
./res_dicom2nifti/181/1.2.826.0.1.3680043.8.498.10075121998577473080293034043533733653/1.2.826.0.1.3680043.8.498.32589014290321431313744158123123345329.nii,-561.1296528660973,-927.0,-999.0,-927.0,-927.0,-926.8531187122736,-995.0,-8.0
./res_dicom2nifti/181/1.2.826.0.1.3680043.8.498.97090573977159154119711341262753210025/1.2.826.0.1.3680043.8.498.94046056115206792460390478142839079152.nii,-640.4836112780449,-951.0,-999.0,-951.0,-951.0,-951.0276695245518,-997.0,-42.0
./res_dicom2nifti/182/1.2.826.0.1.3680043.8.498.95044772497046941538069945435981334712/1.2.826.0.1.3680043.8.498.12486228558506227316267199035890502385.nii,-440.1474304199219,-119.0,-1024.0,-119.0,-119.0,-119.44695091720376,-957.0,-15.0
./res_dicom2nifti/183/1.2.826.0.1.3680043.8.498.69380091063985402452122955110014001123/1.2.826.0.1.3680043.8.498.61479390798889660160385669532175414429.nii,-491.4591425115412,-736.0,-1024.0,-736.0,-736.0,-736.1722222222222,-991.0,3.0
./res_dicom2nifti/183/1.2.826.0.1.3680043.8.498.69380091063985402452122955110014001123/1.2.826.0.1.3680043.8.498.10623731785489907886512962350326331460.nii,-491.9034522804054,-738.0,-1024.0,-738.0,-738.0,-737.8220338983051,-994.0,6.0
./res_dicom2nifti/184/1.2.826.0.1.3680043.8.498.60394651607477378939106444377248104095/1.2.826.0.1.3680043.8.498.99871176764391802532867192301305017592.nii,-564.5708081054687,-885.0,-998.0,-885.0,-885.0,-885.4730554143365,-971.0,-89.0
./res_dicom2nifti/185/1.2.826.0.1.3680043.8.498.12963514444589241424853994450781224807/1.2.826.0.1.3680043.8.498.93248679043819703961330736520152387322.nii,-496.62556249445134,-736.0,-1024.0,-736.0,-736.0,-736.0414847161572,-984.0,-19.0
./res_dicom2nifti/185/1.2.826.0.1.3680043.8.498.22873979719205254487271327303477026372/1.2.826.0.1.3680043.8.498.35596995435388574824815473597654224031.nii,-441.36414388020836,-145.0,-1001.0,-145.0,-145.0,-145.3295165394402,-980.0,-5.0
./res_dicom2nifti/186/1.2.826.0.1.3680043.8.498.71390934170850917018882839863992324306/1.2.826.0.1.3680043.8.498.88230096468083741003981793802969829218.nii,-526.7647806803385,-725.0,-1024.0,-725.0,-725.0,-724.7192307692308,-992.0,-70.0
./res_dicom2nifti/187/1.2.826.0.1.3680043.8.498.57671808935777965490077990177588492065/1.2.826.0.1.3680043.8.498.31776753689925379965858143446836286884.nii,-553.1489026868666,-848.0,-1001.0,-848.0,-848.0,-847.8188405797101,-988.0,-82.0
./res_dicom2nifti/188/1.2.826.0.1.3680043.8.498.25556999828482933069373565060698626939/1.2.826.0.1.3680043.8.498.26475879183265903309822502476405768553.nii,-538.7986130487351,-874.0,-1024.0,-874.0,-874.0,-874.2744186046511,-994.0,-24.0
./res_dicom2nifti/188/1.2.826.0.1.3680043.8.498.25556999828482933069373565060698626939/1.2.826.0.1.3680043.8.498.11578891486822107180016011583262565856.nii,-538.7128993443081,-876.0,-1024.0,-876.0,-876.0,-875.5990391722099,-991.0,-27.0
./res_dicom2nifti/189/1.2.826.0.1.3680043.8.498.17685655734055097454754172419431973319/1.2.826.0.1.3680043.8.498.10136073911505657374760959808006095644.nii,-497.41996729651163,-748.0,-999.0,-748.0,-748.0,-747.9,-983.0,13.0
./res_dicom2nifti/19/1.2.826.0.1.3680043.8.498.89976254472651412286989979582385857108/1.2.826.0.1.3680043.8.498.91442027865686887332902582316712308131.nii,-541.9118240356445,-858.0,-1024.0,-858.0,-858.0,-857.9860557768924,-1006.0,-89.0
./res_dicom2nifti/19/1.2.826.0.1.3680043.8.498.89976254472651412286989979582385857108/1.2.826.0.1.3680043.8.498.80183946952055210546066703229088656670.nii,-540.4053380933858,-854.0,-1024.0,-854.0,-854.0,-853.7946428571429,-1010.0,-84.0
./res_dicom2nifti/190/1.2.826.0.1.3680043.8.498.71520760540811663637893776751610994546/1.2.826.0.1.3680043.8.498.10854579588483194179994162264771295914.nii,-456.5696921512998,-146.0,-1024.0,-146.0,-146.0,-146.16591506952273,-1011.0,-47.0
./res_dicom2nifti/190/1.2.826.0.1.3680043.8.498.71520760540811663637893776751610994546/1.2.826.0.1.3680043.8.498.50223299918918320616298158678668107843.nii,-457.4945115309495,-130.0,-1024.0,-130.0,-130.0,-130.10289855072463,-1007.0,-55.0
./res_dicom2nifti/191/1.2.826.0.1.3680043.8.498.70464851970444901029695279277839736475/1.2.826.0.1.3680043.8.498.11174531916190831475065876105320395760.nii,-437.40746515447444,-123.0,-1024.0,-123.0,-123.0,-122.87378465970471,-976.0,-68.0
./res_dicom2nifti/192/1.2.826.0.1.3680043.8.498.93280089429389939511270144405244858316/1.2.826.0.1.3680043.8.498.50894561775315193116491343008067579485.nii,-591.7607457778033,-948.0,-1024.0,-948.0,-948.0,-947.5254763433954,-1003.0,-94.0
./res_dicom2nifti/192/1.2.826.0.1.3680043.8.498.93280089429389939511270144405244858316/1.2.826.0.1.3680043.8.498.83262375740823684872921375706434657312.nii,-591.5744537353515,-949.0,-1024.0,-949.0,-949.0,-949.2636265515381,-1002.0,-98.0
./res_dicom2nifti/193/1.2.826.0.1.3680043.8.498.76339094697569936011047674982754493277/1.2.826.0.1.3680043.8.498.13912528366858804814499344232612211693.nii,-496.76344700863484,-555.0,-999.0,-555.0,-555.0,-555.3235294117648,-963.0,-64.0
./res_dicom2nifti/194/1.2.826.0.1.3680043.8.498.10220700585685673413538325712426505108/1.2.826.0.1.3680043.8.498.10783286298489870975983348766536261472.nii,-487.6177673339844,-506.0,-999.0,-506.0,-506.0,-506.4130434782609,-984.0,-36.0
./res_dicom2nifti/195/1.2.826.0.1.3680043.8.498.75575223090043446373406245369375036323/1.2.826.0.1.3680043.8.498.56611775159464552279618315998759946645.nii,-356.3992943701806,-118.0,-109.0,-118.0,-118.0,-117.56114333057167,-843.0,-10.0
./res_dicom2nifti/196/1.2.826.0.1.3680043.8.498.47303133457194834833842649405249038503/1.2.826.0.1.3680043.8.498.10519999180027557859310025865371134362.nii,-622.1200561523438,-945.0,-1024.0,-945.0,-945.0,-945.0166840458811,-999.0,-104.0
./res_dicom2nifti/197/1.2.826.0.1.3680043.8.498.10887062225143834706837474687792552279/1.2.826.0.1.3680043.8.498.71954550615431820748065477426969932898.nii,-533.324469150641,-836.0,-999.0,-836.0,-836.0,-836.4846743295019,-996.0,-78.0
./res_dicom2nifti/198/1.2.826.0.1.3680043.8.498.35002996127486679020398891661760747549/1.2.826.0.1.3680043.8.498.73218946876101750457409142892011624860.nii,-355.3077959333147,-116.0,-1024.0,-116.0,-116.0,-116.42636505460219,-901.0,-47.0
./res_dicom2nifti/199/1.2.826.0.1.3680043.8.498.72267910083305923513097220176935404747/1.2.826.0.1.3680043.8.498.19648739026815593219561456525726679867.nii,-558.4715872459042,-915.0,-1024.0,-915.0,-915.0,-915.2638428774254,-990.0,-63.0
./res_dicom2nifti/199/1.2.826.0.1.3680043.8.498.72267910083305923513097220176935404747/1.2.826.0.1.3680043.8.498.26111972808241789933849974931740095794.nii,-559.3480189732143,-920.0,-1000.0,-920.0,-920.0,-919.9828060522696,-993.0,-67.0
./res_dicom2nifti/2/1.2.826.0.1.3680043.8.498.75513060046644326105538753154034259013/1.2.826.0.1.3680043.8.498.70251106790351972638068640305226983539.nii,-695.7865283821203,-962.0,-1024.0,-962.0,-962.0,-962.2245456149639,-1001.0,-216.0
./res_dicom2nifti/200/1.2.826.0.1.3680043.8.498.11721180816720485367751539084585138269/1.2.826.0.1.3680043.8.498.79659762084899172009607187891636291234.nii,-660.9677848067938,-943.0,-999.0,-943.0,-943.0,-942.5867448826759,-995.0,-193.0
./res_dicom2nifti/201/1.2.826.0.1.3680043.8.498.11972732707349929587571618495264088950/1.2.826.0.1.3680043.8.498.10663490339008061226764237763170948528.nii,-501.6440690104167,-565.0,-1024.0,-565.0,-565.0,-564.728813559322,-989.0,-63.0
./res_dicom2nifti/202/1.2.826.0.1.3680043.8.498.42249537407261824604269236676513482028/1.2.826.0.1.3680043.8.498.72792728429204339501419735214572879374.nii,-586.2887687113748,-950.0,-1024.0,-950.0,-950.0,-949.8088185223016,-1024.0,-65.0
./res_dicom2nifti/202/1.2.826.0.1.3680043.8.498.42249537407261824604269236676513482028/1.2.826.0.1.3680043.8.498.96517751364358785979781248646431855109.nii,-586.5218655056424,-952.0,-1024.0,-952.0,-952.0,-952.0083251714005,-1024.0,-69.0
./res_dicom2nifti/203/1.2.826.0.1.3680043.8.498.72565540606378289909690272749904331899/1.2.826.0.1.3680043.8.498.59670064644446921012110690663263704996.nii,-542.0217729048295,-849.0,-1000.0,-849.0,-849.0,-848.9539249146758,-996.0,-16.0
./res_dicom2nifti/204/1.2.826.0.1.3680043.8.498.11099498394070989721335967144117848300/1.2.826.0.1.3680043.8.498.10714785751577213108047430767554894133.nii,-449.0875280043658,-293.0,-1000.0,-293.0,-293.0,-292.68120805369125,-979.0,10.0
./res_dicom2nifti/205/1.2.826.0.1.3680043.8.498.52445567415306273805931759073122325830/1.2.826.0.1.3680043.8.498.98832584961283845917835789434959600621.nii,-527.2831588745117,-808.0,-1024.0,-808.0,-808.0,-808.2313432835821,-998.0,-67.0
./res_dicom2nifti/206/1.2.826.0.1.3680043.8.498.11072099081393918845716823888759266604/1.2.826.0.1.3680043.8.498.49051485579816379093540571640891513896.nii,-310.73325716511584,-98.0,-1024.0,-98.0,-98.0,-98.19090489381348,-862.0,12.0
./res_dicom2nifti/207/1.2.826.0.1.3680043.8.498.26420327898823385032359935645984889823/1.2.826.0.1.3680043.8.498.77029347858564926246668468631173081927.nii,-514.0856286025629,-809.0,-1001.0,-809.0,-809.0,-808.9737631184407,-981.0,-32.0
./res_dicom2nifti/208/1.2.826.0.1.3680043.8.498.74864146956913241169517172310937318378/1.2.826.0.1.3680043.8.498.70652259117337477687760174366200103727.nii,-412.4724867078993,-119.0,-999.0,-119.0,-119.0,-119.14431486880467,-960.0,-16.0
./res_dicom2nifti/209/1.2.826.0.1.3680043.8.498.30638886233948131020807218486830389263/1.2.826.0.1.3680043.8.498.11715392063517354348130327781861427057.nii,-535.0842917837748,-843.0,-1024.0,-843.0,-843.0,-843.0360110803324,-973.0,-82.0
./res_dicom2nifti/21/1.2.826.0.1.3680043.8.498.10504067126774133133317472248945751649/1.2.826.0.1.3680043.8.498.89335688623016231988873694566293555945.nii,-415.1215025005919,-116.0,-1001.0,-116.0,-116.0,-115.79650953580425,-973.0,-25.0
./res_dicom2nifti/210/1.2.826.0.1.3680043.8.498.60885791891333757149953283028298397935/1.2.826.0.1.3680043.8.498.88218236094965861224646778610409375723.nii,-589.203236705852,-941.0,-1024.0,-941.0,-941.0,-940.7674465510287,-996.0,-72.0
./res_dicom2nifti/211/1.2.826.0.1.3680043.8.498.30944492026871336390303240355519986936/1.2.826.0.1.3680043.8.498.12392147279572780818014359530631598722.nii,-531.738557988947,-750.0,-1024.0,-750.0,-750.0,-749.5714285714286,-1000.0,-63.0
./res_dicom2nifti/212/1.2.826.0.1.3680043.8.498.12885718713913581029315280102579862882/1.2.826.0.1.3680043.8.498.13345564753948436985386402194608203871.nii,-622.9883316040039,-945.0,-1024.0,-945.0,-945.0,-945.4346801346801,-999.0,-92.0
./res_dicom2nifti/212/1.2.826.0.1.3680043.8.498.12885718713913581029315280102579862882/1.2.826.0.1.3680043.8.498.10905156611504778791974962893936557479.nii,-621.8507281804489,-945.0,-1024.0,-945.0,-945.0,-945.3835279655808,-999.0,-90.0
./res_dicom2nifti/214/1.2.826.0.1.3680043.8.498.39722559639431753478189239008722794094/1.2.826.0.1.3680043.8.498.94328392589303470227936591196832037952.nii,-497.06867609797297,-697.0,-1001.0,-697.0,-697.0,-696.9468085106383,-969.0,-49.0
./res_dicom2nifti/215/1.2.826.0.1.3680043.8.498.39917447272689220549826737038127221542/1.2.826.0.1.3680043.8.498.11479304186878290633861290422373464663.nii,-652.5792054675874,-945.0,-1000.0,-945.0,-945.0,-945.4317585301837,-997.0,-77.0
./res_dicom2nifti/217/1.2.826.0.1.3680043.8.498.67782683660740658305966405955790297342/1.2.826.0.1.3680043.8.498.20537649459976106940776440112243694658.nii,-368.92707763671876,-119.0,-1024.0,-119.0,-119.0,-118.99959408994967,-912.0,-28.0
./res_dicom2nifti/218/1.2.826.0.1.3680043.8.498.39543316274649282125705827739380277866/1.2.826.0.1.3680043.8.498.12132143293841728802046647853231250830.nii,-523.2507950632196,-821.0,-1024.0,-821.0,-821.0,-821.1857142857143,-992.0,-74.0
./res_dicom2nifti/218/1.2.826.0.1.3680043.8.498.39543316274649282125705827739380277866/1.2.826.0.1.3680043.8.498.12303332148169897872715176075608695525.nii,-522.6329939850664,-822.0,-1024.0,-822.0,-822.0,-821.5049261083744,-988.0,-69.0
./res_dicom2nifti/219/1.2.826.0.1.3680043.8.498.38488234102745215542986784325641255704/1.2.826.0.1.3680043.8.498.77060272459984111461983661088381471677.nii,-533.3888535272507,-857.0,-1024.0,-857.0,-857.0,-857.0917159763313,-993.0,-75.0
./res_dicom2nifti/219/1.2.826.0.1.3680043.8.498.38488234102745215542986784325641255704/1.2.826.0.1.3680043.8.498.86880453212077051567046218924097128376.nii,-532.425060453869,-853.0,-1024.0,-853.0,-853.0,-853.1847826086956,-995.0,-81.0
./res_dicom2nifti/22/1.2.826.0.1.3680043.8.498.56481502859484467768244220763054930755/1.2.826.0.1.3680043.8.498.89096401329195612789975179821550286928.nii,-404.10059443606605,-118.0,-998.0,-118.0,-118.0,-117.61032656663724,-963.0,19.0
./res_dicom2nifti/220/1.2.826.0.1.3680043.8.498.70460814449622368689936462731257786210/1.2.826.0.1.3680043.8.498.14305851709115550895395071835916758533.nii,-452.1474379672799,-188.0,-1024.0,-188.0,-188.0,-187.72881355932202,-985.0,18.0
./res_dicom2nifti/221/1.2.826.0.1.3680043.8.498.88134007299567384916132932644429176282/1.2.826.0.1.3680043.8.498.10905169385094731631358097616018570756.nii,-526.8638899953742,-886.0,-1000.0,-886.0,-886.0,-886.4101796407185,-990.0,35.0
./res_dicom2nifti/222/1.2.826.0.1.3680043.8.498.39456526923279788253835384341240722762/1.2.826.0.1.3680043.8.498.11825496953942561235298186086158608760.nii,-417.34894476996527,-118.0,-1024.0,-118.0,-118.0,-118.21400714982126,-947.0,-39.0
./res_dicom2nifti/222/1.2.826.0.1.3680043.8.498.39456526923279788253835384341240722762/1.2.826.0.1.3680043.8.498.26254248985831678194782091118982798696.nii,-417.4230749059607,-127.0,-1024.0,-127.0,-127.0,-126.6936785474109,-946.0,-37.0
./res_dicom2nifti/223/1.2.826.0.1.3680043.8.498.82854636118001745610629829214199029322/1.2.826.0.1.3680043.8.498.11552788235305447587504120138258758459.nii,-457.0293722401495,-140.0,-1024.0,-140.0,-140.0,-139.91689674213143,-985.0,-11.0
./res_dicom2nifti/223/1.2.826.0.1.3680043.8.498.82854636118001745610629829214199029322/1.2.826.0.1.3680043.8.498.20108583361399742537759439788546483427.nii,-458.1632158328325,-128.0,-1024.0,-128.0,-128.0,-128.47055057618437,-989.0,-7.0
./res_dicom2nifti/224/1.2.826.0.1.3680043.8.498.45337134381924934521441075674080876708/1.2.826.0.1.3680043.8.498.88234846210884901736336583305518242409.nii,-438.7311930828784,-136.0,-1024.0,-136.0,-136.0,-136.42935779816514,-950.0,-2.0
./res_dicom2nifti/225/1.2.826.0.1.3680043.8.498.94185230199899609295217091831225482773/1.2.826.0.1.3680043.8.498.10803007496223001186652494761883734448.nii,-269.30311232346753,-99.0,-111.0,-99.0,-99.0,-99.12577319587629,-726.0,15.0
./res_dicom2nifti/226/1.2.826.0.1.3680043.8.498.50579530566217005966513776812375275704/1.2.826.0.1.3680043.8.498.42758333172960876903669329175023574262.nii,-582.6832885742188,-940.0,-1024.0,-940.0,-940.0,-940.1637856525497,-1001.0,-95.0
./res_dicom2nifti/226/1.2.826.0.1.3680043.8.498.50579530566217005966513776812375275704/1.2.826.0.1.3680043.8.498.85195883727795290097309846455290360668.nii,-581.77416746078,-938.0,-1024.0,-938.0,-938.0,-937.5240126382306,-1003.0,-91.0
./res_dicom2nifti/227/1.2.826.0.1.3680043.8.498.22283964251059738669661953559409833495/1.2.826.0.1.3680043.8.498.90863994363499178298466749610479392946.nii,-404.20820164036104,-117.0,-999.0,-117.0,-117.0,-116.90152380952381,-914.0,-8.0
./res_dicom2nifti/228/1.2.826.0.1.3680043.8.498.11740148785851072462099495238239418817/1.2.826.0.1.3680043.8.498.32287060780198166289391342429676828657.nii,-470.1631811523437,-409.0,-1000.0,-409.0,-409.0,-409.1024096385542,-948.0,-46.0
./res_dicom2nifti/229/1.2.826.0.1.3680043.8.498.11981509531613063159978362216323032261/1.2.826.0.1.3680043.8.498.74666636467798005525481551025196788738.nii,-471.9471352317116,-414.0,-1001.0,-414.0,-414.0,-414.18,-994.0,4.0
./res_dicom2nifti/23/1.2.826.0.1.3680043.8.498.47707306154206373307706171354911330650/1.2.826.0.1.3680043.8.498.19943288906714271531135669064480603597.nii,-263.54180743243245,-105.0,-112.0,-105.0,-105.0,-105.45650702318497,-524.0,-10.25
./res_dicom2nifti/230/1.2.826.0.1.3680043.8.498.61284709019139281882763539794449191064/1.2.826.0.1.3680043.8.498.86888475633392874899522251777297890577.nii,-573.220613178454,-893.0,-1024.0,-893.0,-893.0,-892.6809360730593,-992.0,-99.0
./res_dicom2nifti/231/1.2.826.0.1.3680043.8.498.83042494211567880800147013673507224324/1.2.826.0.1.3680043.8.498.76266570835969426770904252924942641401.nii,-493.9432699030096,-803.0,-999.0,-803.0,-803.0,-803.0114006514658,-985.0,12.0
./res_dicom2nifti/232/1.2.826.0.1.3680043.8.498.12481221763881271688836355288740932474/1.2.826.0.1.3680043.8.498.12703337473560868018539595335633808423.nii,-636.8884961927259,-935.0,-1000.0,-935.0,-935.0,-934.8956386292834,-994.0,-69.0
./res_dicom2nifti/233/1.2.826.0.1.3680043.8.498.10469545229072593304695602019160150212/1.2.826.0.1.3680043.8.498.11621328927956869850123018251644805144.nii,-471.7431587878569,-540.0,-1024.0,-540.0,-540.0,-539.8697478991596,-979.0,18.0
./res_dicom2nifti/234/1.2.826.0.1.3680043.8.498.11742878084452201205709113020449879687/1.2.826.0.1.3680043.8.498.52010577303176667142170025100403794275.nii,-623.0640175901814,-955.0,-1000.0,-955.0,-955.0,-955.2379008746356,-999.0,-83.0
./res_dicom2nifti/235/1.2.826.0.1.3680043.8.498.79432331710318818293541187195525412487/1.2.826.0.1.3680043.8.498.15971903132146184804209873338198782586.nii,-494.5548620889353,-731.0,-1024.0,-731.0,-731.0,-731.4175257731958,-986.0,-5.0
./res_dicom2nifti/236/1.2.826.0.1.3680043.8.498.20763661935232357971770053851337571346/1.2.826.0.1.3680043.8.498.74320200945912389256022514437703977676.nii,-265.9676237106323,-97.0,-1024.0,-97.0,-97.0,-96.74812870070383,-749.0,8.0
./res_dicom2nifti/236/1.2.826.0.1.3680043.8.498.20763661935232357971770053851337571346/1.2.826.0.1.3680043.8.498.11482296305726356927591475441103020038.nii,-347.79869753815404,-110.0,-1024.0,-110.0,-110.0,-110.15958351041223,-928.0,-19.0
./res_dicom2nifti/236/1.2.826.0.1.3680043.8.498.20763661935232357971770053851337571346/1.2.826.0.1.3680043.8.498.10148301306438826230276965368897926960.nii,-543.1136846542358,-852.0,-1024.0,-852.0,-852.0,-851.8641975308642,-1014.0,-83.0
./res_dicom2nifti/237/1.2.826.0.1.3680043.8.498.10811694841417210957218487527199770242/1.2.826.0.1.3680043.8.498.11770456174451549192586500756918655017.nii,-466.5751674107143,-125.0,-1000.0,-125.0,-125.0,-124.57854251012145,-996.0,-13.0
./res_dicom2nifti/238/1.2.826.0.1.3680043.8.498.67602611446149480667738428370654287395/1.2.826.0.1.3680043.8.498.13533483153505894637594886013539255543.nii,-527.1690791486258,-835.0,-999.0,-835.0,-835.0,-834.8670568561873,-971.0,-46.0
./res_dicom2nifti/239/1.2.826.0.1.3680043.8.498.61128324727345055945341693995859631035/1.2.826.0.1.3680043.8.498.52766563799479690383221660233318058874.nii,-511.41428826444894,-691.0,-1000.0,-691.0,-691.0,-690.5725806451613,-992.0,-50.0
./res_dicom2nifti/24/1.2.826.0.1.3680043.8.498.12460233911440032338310567754897774866/1.2.826.0.1.3680043.8.498.90479291387107127845118845943326563747.nii,-631.3322814941406,-947.0,-1024.0,-947.0,-947.0,-947.4231436001156,-1000.0,-101.0
./res_dicom2nifti/240/1.2.826.0.1.3680043.8.498.46815572008915361854859389452144194700/1.2.826.0.1.3680043.8.498.69430906252768692696469406942731779776.nii,-364.1593353271484,-122.0,-1024.0,-122.0,-122.0,-122.22320080523401,-992.0,-39.0
./res_dicom2nifti/241/1.2.826.0.1.3680043.8.498.35028040042863286273373281486638996546/1.2.826.0.1.3680043.8.498.71080454616784779941246546140631308215.nii,-588.5116091641513,-945.0,-1024.0,-945.0,-945.0,-945.2918313570487,-1004.0,-91.0
./res_dicom2nifti/241/1.2.826.0.1.3680043.8.498.35028040042863286273373281486638996546/1.2.826.0.1.3680043.8.498.61488944130524526471836264265804681222.nii,-587.4838806618261,-944.0,-1024.0,-944.0,-944.0,-943.6762794476035,-1005.0,-87.0
./res_dicom2nifti/242/1.2.826.0.1.3680043.8.498.28006573349344345775231137276130463029/1.2.826.0.1.3680043.8.498.22384754517058873748512145635078293745.nii,-582.4020804073034,-898.0,-1024.0,-898.0,-898.0,-898.1186997808619,-988.0,-16.0
./res_dicom2nifti/243/1.2.826.0.1.3680043.8.498.10646830272382609033521312078855489678/1.2.826.0.1.3680043.8.498.57352745774876803388524173458477460073.nii,-465.6392922237002,-144.0,-1024.0,-144.0,-144.0,-144.07277628032344,-991.0,-35.0
./res_dicom2nifti/243/1.2.826.0.1.3680043.8.498.10646830272382609033521312078855489678/1.2.826.0.1.3680043.8.498.97159819549695424207902176822771446366.nii,-466.68247790214343,-133.0,-1001.0,-133.0,-133.0,-132.7407614781635,-994.0,-35.0
./res_dicom2nifti/244/1.2.826.0.1.3680043.8.498.51852147204894211929486134275755463211/1.2.826.0.1.3680043.8.498.82318164594807929699637735481670902840.nii,-507.2017626081194,-701.0,-999.0,-701.0,-701.0,-700.5425531914893,-986.0,-39.0
./res_dicom2nifti/245/1.2.826.0.1.3680043.8.498.47033805077631539154233374826934664742/1.2.826.0.1.3680043.8.498.36982861796328266237760506507855385188.nii,-498.6051570638021,-598.0,-1024.0,-598.0,-598.0,-598.088785046729,-990.0,-65.0
./res_dicom2nifti/246/1.2.826.0.1.3680043.8.498.81186518772219666400787867124500598529/1.2.826.0.1.3680043.8.498.60538305983852124767882342833792779247.nii,-503.27796349158655,-707.0,-999.0,-707.0,-707.0,-707.3805970149253,-987.0,-32.0
./res_dicom2nifti/247/1.2.826.0.1.3680043.8.498.11841599976525298259086585714381998331/1.2.826.0.1.3680043.8.498.17257526824402207531195893298493860969.nii,-529.9821258544922,-843.0,-1024.0,-843.0,-843.0,-843.1974358974359,-999.0,-81.0
./res_dicom2nifti/248/1.2.826.0.1.3680043.8.498.10516663651984784546685362645600618139/1.2.826.0.1.3680043.8.498.11164669126513069626690455049577567129.nii,-563.4838015378176,-895.0,-1024.0,-895.0,-895.0,-895.4488772097468,-998.0,-43.0
./res_dicom2nifti/249/1.2.826.0.1.3680043.8.498.30792198599264576613105633737500513142/1.2.826.0.1.3680043.8.498.40849449734491413337847132210015557121.nii,-399.20461018880206,-120.0,-999.0,-120.0,-120.0,-120.06560283687944,-978.0,-40.0
./res_dicom2nifti/25/1.2.826.0.1.3680043.8.498.72804705541837744386905259139257763788/1.2.826.0.1.3680043.8.498.16450392003184213700062372601300334472.nii,-494.61530676553417,-605.0,-1024.0,-605.0,-605.0,-604.62,-991.0,-45.0
./res_dicom2nifti/25/1.2.826.0.1.3680043.8.498.72804705541837744386905259139257763788/1.2.826.0.1.3680043.8.498.53765463234114523342315751424238323124.nii,-494.50865650177,-610.0,-1024.0,-610.0,-610.0,-610.0205479452055,-986.0,-43.0
./res_dicom2nifti/250/1.2.826.0.1.3680043.8.498.13548077642551046246896728481528742370/1.2.826.0.1.3680043.8.498.12673456864012467844111567025347764340.nii,-558.1338170063065,-864.0,-1024.0,-864.0,-864.0,-863.9978540772532,-992.0,-7.0
./res_dicom2nifti/251/1.2.826.0.1.3680043.8.498.61971643088588019249617548822803782757/1.2.826.0.1.3680043.8.498.22756543716635535174384095424366829883.nii,-570.0695337223101,-909.0,-1024.0,-909.0,-909.0,-908.8636363636364,-998.0,-67.0
./res_dicom2nifti/252/1.2.826.0.1.3680043.8.498.89907531584776788958335612532802034586/1.2.826.0.1.3680043.8.498.12611778820483670665436554331962786780.nii,-536.5439882020693,-905.0,-1024.0,-905.0,-905.0,-905.2888198757764,-997.0,-35.0
./res_dicom2nifti/252/1.2.826.0.1.3680043.8.498.89907531584776788958335612532802034586/1.2.826.0.1.3680043.8.498.25790224602281360509697885058987253381.nii,-536.0327620072799,-902.0,-1024.0,-902.0,-902.0,-902.4274509803921,-995.0,-35.0
./res_dicom2nifti/254/1.2.826.0.1.3680043.8.498.89871165578383076624047108481847446154/1.2.826.0.1.3680043.8.498.81492915944703263965922238413156716128.nii,-363.21837529049645,-112.0,-105.0,-112.0,-112.0,-112.10265353576803,-920.0,-13.0
