nii,1,2,3
./res_dicom2nifti/204/1.2.826.0.1.3680043.8.498.11099498394070989721335967144117848300/1.2.826.0.1.3680043.8.498.10714785751577213108047430767554894133.nii,34.0,54.0,74.0
./res_dicom2nifti/205/1.2.826.0.1.3680043.8.498.52445567415306273805931759073122325830/1.2.826.0.1.3680043.8.498.98832584961283845917835789434959600621.nii,43.0,55.0,66.0
./res_dicom2nifti/206/1.2.826.0.1.3680043.8.498.11072099081393918845716823888759266604/1.2.826.0.1.3680043.8.498.49051485579816379093540571640891513896.nii,-8.0,24.0,57.0
./res_dicom2nifti/207/1.2.826.0.1.3680043.8.498.26420327898823385032359935645984889823/1.2.826.0.1.3680043.8.498.77029347858564926246668468631173081927.nii,24.0,38.0,52.0
./res_dicom2nifti/208/1.2.826.0.1.3680043.8.498.74864146956913241169517172310937318378/1.2.826.0.1.3680043.8.498.70652259117337477687760174366200103727.nii,29.0,44.0,58.0
./res_dicom2nifti/209/1.2.826.0.1.3680043.8.498.30638886233948131020807218486830389263/1.2.826.0.1.3680043.8.498.11715392063517354348130327781861427057.nii,43.0,59.0,74.0
./res_dicom2nifti/21/1.2.826.0.1.3680043.8.498.10504067126774133133317472248945751649/1.2.826.0.1.3680043.8.498.89335688623016231988873694566293555945.nii,27.0,38.0,50.0
./res_dicom2nifti/210/1.2.826.0.1.3680043.8.498.60885791891333757149953283028298397935/1.2.826.0.1.3680043.8.498.88218236094965861224646778610409375723.nii,-4.0,9.0,22.0
./res_dicom2nifti/211/1.2.826.0.1.3680043.8.498.30944492026871336390303240355519986936/1.2.826.0.1.3680043.8.498.12392147279572780818014359530631598722.nii,17.0,36.0,54.0
./res_dicom2nifti/212/1.2.826.0.1.3680043.8.498.12885718713913581029315280102579862882/1.2.826.0.1.3680043.8.498.13345564753948436985386402194608203871.nii,39.0,49.0,58.0
./res_dicom2nifti/212/1.2.826.0.1.3680043.8.498.12885718713913581029315280102579862882/1.2.826.0.1.3680043.8.498.10905156611504778791974962893936557479.nii,33.0,49.0,64.0
./res_dicom2nifti/214/1.2.826.0.1.3680043.8.498.39722559639431753478189239008722794094/1.2.826.0.1.3680043.8.498.94328392589303470227936591196832037952.nii,35.0,53.0,70.0
./res_dicom2nifti/215/1.2.826.0.1.3680043.8.498.39917447272689220549826737038127221542/1.2.826.0.1.3680043.8.498.11479304186878290633861290422373464663.nii,40.0,54.0,67.0
./res_dicom2nifti/217/1.2.826.0.1.3680043.8.498.67782683660740658305966405955790297342/1.2.826.0.1.3680043.8.498.20537649459976106940776440112243694658.nii,36.0,57.0,79.0
./res_dicom2nifti/218/1.2.826.0.1.3680043.8.498.39543316274649282125705827739380277866/1.2.826.0.1.3680043.8.498.12132143293841728802046647853231250830.nii,9.0,20.0,31.0
./res_dicom2nifti/218/1.2.826.0.1.3680043.8.498.39543316274649282125705827739380277866/1.2.826.0.1.3680043.8.498.12303332148169897872715176075608695525.nii,2.0,20.0,38.0
./res_dicom2nifti/219/1.2.826.0.1.3680043.8.498.38488234102745215542986784325641255704/1.2.826.0.1.3680043.8.498.77060272459984111461983661088381471677.nii,40.0,60.0,79.0
./res_dicom2nifti/219/1.2.826.0.1.3680043.8.498.38488234102745215542986784325641255704/1.2.826.0.1.3680043.8.498.86880453212077051567046218924097128376.nii,46.0,59.0,71.0
./res_dicom2nifti/22/1.2.826.0.1.3680043.8.498.56481502859484467768244220763054930755/1.2.826.0.1.3680043.8.498.89096401329195612789975179821550286928.nii,29.0,44.0,59.0
./res_dicom2nifti/220/1.2.826.0.1.3680043.8.498.70460814449622368689936462731257786210/1.2.826.0.1.3680043.8.498.14305851709115550895395071835916758533.nii,17.0,36.0,54.0
./res_dicom2nifti/221/1.2.826.0.1.3680043.8.498.88134007299567384916132932644429176282/1.2.826.0.1.3680043.8.498.10905169385094731631358097616018570756.nii,46.0,57.0,66.0
./res_dicom2nifti/222/1.2.826.0.1.3680043.8.498.39456526923279788253835384341240722762/1.2.826.0.1.3680043.8.498.11825496953942561235298186086158608760.nii,21.0,35.0,50.0
./res_dicom2nifti/222/1.2.826.0.1.3680043.8.498.39456526923279788253835384341240722762/1.2.826.0.1.3680043.8.498.26254248985831678194782091118982798696.nii,11.0,35.0,59.0
./res_dicom2nifti/223/1.2.826.0.1.3680043.8.498.82854636118001745610629829214199029322/1.2.826.0.1.3680043.8.498.11552788235305447587504120138258758459.nii,25.0,47.0,69.0
./res_dicom2nifti/223/1.2.826.0.1.3680043.8.498.82854636118001745610629829214199029322/1.2.826.0.1.3680043.8.498.20108583361399742537759439788546483427.nii,33.0,47.0,60.0
./res_dicom2nifti/224/1.2.826.0.1.3680043.8.498.45337134381924934521441075674080876708/1.2.826.0.1.3680043.8.498.88234846210884901736336583305518242409.nii,34.0,53.0,73.0
./res_dicom2nifti/225/1.2.826.0.1.3680043.8.498.94185230199899609295217091831225482773/1.2.826.0.1.3680043.8.498.10803007496223001186652494761883734448.nii,6.0,24.0,43.0
./res_dicom2nifti/226/1.2.826.0.1.3680043.8.498.50579530566217005966513776812375275704/1.2.826.0.1.3680043.8.498.42758333172960876903669329175023574262.nii,47.0,58.0,69.0
./res_dicom2nifti/226/1.2.826.0.1.3680043.8.498.50579530566217005966513776812375275704/1.2.826.0.1.3680043.8.498.85195883727795290097309846455290360668.nii,40.0,58.0,76.0
./res_dicom2nifti/227/1.2.826.0.1.3680043.8.498.22283964251059738669661953559409833495/1.2.826.0.1.3680043.8.498.90863994363499178298466749610479392946.nii,10.0,25.0,40.0
./res_dicom2nifti/228/1.2.826.0.1.3680043.8.498.11740148785851072462099495238239418817/1.2.826.0.1.3680043.8.498.32287060780198166289391342429676828657.nii,9.0,27.0,44.0
./res_dicom2nifti/229/1.2.826.0.1.3680043.8.498.11981509531613063159978362216323032261/1.2.826.0.1.3680043.8.498.74666636467798005525481551025196788738.nii,35.0,47.0,58.0
./res_dicom2nifti/23/1.2.826.0.1.3680043.8.498.47707306154206373307706171354911330650/1.2.826.0.1.3680043.8.498.19943288906714271531135669064480603597.nii,17.0,29.0,41.0
./res_dicom2nifti/230/1.2.826.0.1.3680043.8.498.61284709019139281882763539794449191064/1.2.826.0.1.3680043.8.498.86888475633392874899522251777297890577.nii,38.0,58.0,78.0
./res_dicom2nifti/231/1.2.826.0.1.3680043.8.498.83042494211567880800147013673507224324/1.2.826.0.1.3680043.8.498.76266570835969426770904252924942641401.nii,37.0,49.0,61.0
./res_dicom2nifti/232/1.2.826.0.1.3680043.8.498.12481221763881271688836355288740932474/1.2.826.0.1.3680043.8.498.12703337473560868018539595335633808423.nii,40.0,48.0,56.0
./res_dicom2nifti/233/1.2.826.0.1.3680043.8.498.10469545229072593304695602019160150212/1.2.826.0.1.3680043.8.498.11621328927956869850123018251644805144.nii,10.0,31.0,51.0
./res_dicom2nifti/234/1.2.826.0.1.3680043.8.498.11742878084452201205709113020449879687/1.2.826.0.1.3680043.8.498.52010577303176667142170025100403794275.nii,41.0,57.0,72.0
./res_dicom2nifti/235/1.2.826.0.1.3680043.8.498.79432331710318818293541187195525412487/1.2.826.0.1.3680043.8.498.15971903132146184804209873338198782586.nii,16.0,38.0,60.0
./res_dicom2nifti/236/1.2.826.0.1.3680043.8.498.20763661935232357971770053851337571346/1.2.826.0.1.3680043.8.498.74320200945912389256022514437703977676.nii,27.0,54.0,80.0
./res_dicom2nifti/236/1.2.826.0.1.3680043.8.498.20763661935232357971770053851337571346/1.2.826.0.1.3680043.8.498.11482296305726356927591475441103020038.nii,38.0,53.0,69.0
./res_dicom2nifti/236/1.2.826.0.1.3680043.8.498.20763661935232357971770053851337571346/1.2.826.0.1.3680043.8.498.10148301306438826230276965368897926960.nii,30.0,53.0,76.0
./res_dicom2nifti/237/1.2.826.0.1.3680043.8.498.10811694841417210957218487527199770242/1.2.826.0.1.3680043.8.498.11770456174451549192586500756918655017.nii,11.0,20.0,28.0
./res_dicom2nifti/238/1.2.826.0.1.3680043.8.498.67602611446149480667738428370654287395/1.2.826.0.1.3680043.8.498.13533483153505894637594886013539255543.nii,51.0,63.0,74.0
./res_dicom2nifti/239/1.2.826.0.1.3680043.8.498.61128324727345055945341693995859631035/1.2.826.0.1.3680043.8.498.52766563799479690383221660233318058874.nii,39.0,51.0,63.0
./res_dicom2nifti/24/1.2.826.0.1.3680043.8.498.12460233911440032338310567754897774866/1.2.826.0.1.3680043.8.498.90479291387107127845118845943326563747.nii,37.0,46.0,55.0
./res_dicom2nifti/240/1.2.826.0.1.3680043.8.498.46815572008915361854859389452144194700/1.2.826.0.1.3680043.8.498.69430906252768692696469406942731779776.nii,-31.0,19.0,69.0
./res_dicom2nifti/241/1.2.826.0.1.3680043.8.498.35028040042863286273373281486638996546/1.2.826.0.1.3680043.8.498.71080454616784779941246546140631308215.nii,38.0,49.0,59.0
./res_dicom2nifti/241/1.2.826.0.1.3680043.8.498.35028040042863286273373281486638996546/1.2.826.0.1.3680043.8.498.61488944130524526471836264265804681222.nii,33.0,49.0,66.0
./res_dicom2nifti/242/1.2.826.0.1.3680043.8.498.28006573349344345775231137276130463029/1.2.826.0.1.3680043.8.498.22384754517058873748512145635078293745.nii,30.0,46.0,62.0
./res_dicom2nifti/243/1.2.826.0.1.3680043.8.498.10646830272382609033521312078855489678/1.2.826.0.1.3680043.8.498.57352745774876803388524173458477460073.nii,8.0,27.0,46.0
./res_dicom2nifti/243/1.2.826.0.1.3680043.8.498.10646830272382609033521312078855489678/1.2.826.0.1.3680043.8.498.97159819549695424207902176822771446366.nii,14.0,26.0,38.0
./res_dicom2nifti/244/1.2.826.0.1.3680043.8.498.51852147204894211929486134275755463211/1.2.826.0.1.3680043.8.498.82318164594807929699637735481670902840.nii,42.0,58.0,74.0
./res_dicom2nifti/245/1.2.826.0.1.3680043.8.498.47033805077631539154233374826934664742/1.2.826.0.1.3680043.8.498.36982861796328266237760506507855385188.nii,13.0,29.0,44.0
./res_dicom2nifti/246/1.2.826.0.1.3680043.8.498.81186518772219666400787867124500598529/1.2.826.0.1.3680043.8.498.60538305983852124767882342833792779247.nii,8.0,23.0,38.0
./res_dicom2nifti/247/1.2.826.0.1.3680043.8.498.11841599976525298259086585714381998331/1.2.826.0.1.3680043.8.498.17257526824402207531195893298493860969.nii,29.0,40.0,51.0
./res_dicom2nifti/248/1.2.826.0.1.3680043.8.498.10516663651984784546685362645600618139/1.2.826.0.1.3680043.8.498.11164669126513069626690455049577567129.nii,37.0,53.0,68.0
./res_dicom2nifti/249/1.2.826.0.1.3680043.8.498.30792198599264576613105633737500513142/1.2.826.0.1.3680043.8.498.40849449734491413337847132210015557121.nii,27.0,46.0,65.0
./res_dicom2nifti/25/1.2.826.0.1.3680043.8.498.72804705541837744386905259139257763788/1.2.826.0.1.3680043.8.498.16450392003184213700062372601300334472.nii,29.0,41.0,53.0
./res_dicom2nifti/25/1.2.826.0.1.3680043.8.498.72804705541837744386905259139257763788/1.2.826.0.1.3680043.8.498.53765463234114523342315751424238323124.nii,23.0,41.0,60.0
./res_dicom2nifti/250/1.2.826.0.1.3680043.8.498.13548077642551046246896728481528742370/1.2.826.0.1.3680043.8.498.12673456864012467844111567025347764340.nii,29.0,44.0,59.0
./res_dicom2nifti/251/1.2.826.0.1.3680043.8.498.61971643088588019249617548822803782757/1.2.826.0.1.3680043.8.498.22756543716635535174384095424366829883.nii,3.0,22.0,41.0
./res_dicom2nifti/252/1.2.826.0.1.3680043.8.498.89907531584776788958335612532802034586/1.2.826.0.1.3680043.8.498.12611778820483670665436554331962786780.nii,28.0,41.0,53.0
./res_dicom2nifti/252/1.2.826.0.1.3680043.8.498.89907531584776788958335612532802034586/1.2.826.0.1.3680043.8.498.25790224602281360509697885058987253381.nii,20.0,41.0,62.0
./res_dicom2nifti/254/1.2.826.0.1.3680043.8.498.89871165578383076624047108481847446154/1.2.826.0.1.3680043.8.498.81492915944703263965922238413156716128.nii,9.0,28.0,48.0
./res_dicom2nifti/255/1.2.826.0.1.3680043.8.498.11609616373879142085682437922123650226/1.2.826.0.1.3680043.8.498.10366309262210371202320945047817061682.nii,41.0,53.0,64.0
./res_dicom2nifti/256/1.2.826.0.1.3680043.8.498.10834335128712929342180770766555718017/1.2.826.0.1.3680043.8.498.96909373697418322132693983444805944516.nii,40.0,48.0,57.0
./res_dicom2nifti/256/1.2.826.0.1.3680043.8.498.10834335128712929342180770766555718017/1.2.826.0.1.3680043.8.498.37601001435753056851102228743106146591.nii,34.0,48.0,62.0
./res_dicom2nifti/257/1.2.826.0.1.3680043.8.498.38186801005228183703910294856556680594/1.2.826.0.1.3680043.8.498.40942520754754814985287352661504915365.nii,12.0,24.0,37.0
./res_dicom2nifti/258/1.2.826.0.1.3680043.8.498.16507735272121311081842791298174167265/1.2.826.0.1.3680043.8.498.83316845528425549821689572814252756866.nii,43.0,56.0,70.0
./res_dicom2nifti/259/1.2.826.0.1.3680043.8.498.13190165593194342796720354227459962595/1.2.826.0.1.3680043.8.498.30070929909941666235968719250278959004.nii,36.0,54.0,72.0
./res_dicom2nifti/26/1.2.826.0.1.3680043.8.498.68054659433655455428068075773498655034/1.2.826.0.1.3680043.8.498.12705608609988448562544447925287072354.nii,54.0,68.0,81.0
./res_dicom2nifti/260/1.2.826.0.1.3680043.8.498.61700023738105149975809136936420432454/1.2.826.0.1.3680043.8.498.10575715691531685766229431602912495850.nii,25.0,36.0,47.0
./res_dicom2nifti/260/1.2.826.0.1.3680043.8.498.61700023738105149975809136936420432454/1.2.826.0.1.3680043.8.498.12724497040738069336609024469984146472.nii,18.0,36.0,54.0
./res_dicom2nifti/260/1.2.826.0.1.3680043.8.498.81507658377878971954158454749608749393/1.2.826.0.1.3680043.8.498.44369290542114857262665598195384775829.nii,19.0,32.0,45.0
./res_dicom2nifti/261/1.2.826.0.1.3680043.8.498.11180887452409675966879046687953608622/1.2.826.0.1.3680043.8.498.10712624349296405485989610297328655366.nii,36.0,44.0,52.0
./res_dicom2nifti/262/1.2.826.0.1.3680043.8.498.94711731489156749509208306286185378024/1.2.826.0.1.3680043.8.498.45117578720331267733627183998267131999.nii,18.0,38.0,58.0
./res_dicom2nifti/262/1.2.826.0.1.3680043.8.498.94711731489156749509208306286185378024/1.2.826.0.1.3680043.8.498.58353056436793404980793524465874748371.nii,25.0,38.0,50.0
./res_dicom2nifti/264/1.2.826.0.1.3680043.8.498.13339488515272213877294850207593209501/1.2.826.0.1.3680043.8.498.79001855116237730355309997698874534566.nii,49.0,59.0,68.0
./res_dicom2nifti/265/1.2.826.0.1.3680043.8.498.36962740576567457267934054601584941241/1.2.826.0.1.3680043.8.498.39345527970158502276893855934205732832.nii,27.0,38.0,50.0
./res_dicom2nifti/265/1.2.826.0.1.3680043.8.498.92957028596599519942732946877822642706/1.2.826.0.1.3680043.8.498.89813941941725526126083856927744935866.nii,35.0,47.0,58.0
./res_dicom2nifti/266/1.2.826.0.1.3680043.8.498.13145441276485466490290409134754176088/1.2.826.0.1.3680043.8.498.21731519414872749885748812425830739508.nii,35.0,45.0,54.0
./res_dicom2nifti/267/1.2.826.0.1.3680043.8.498.13962182898312060089473795303133444040/1.2.826.0.1.3680043.8.498.34521723898175086955318860940338416582.nii,36.0,55.0,72.0
./res_dicom2nifti/267/1.2.826.0.1.3680043.8.498.13962182898312060089473795303133444040/1.2.826.0.1.3680043.8.498.12464773359857724455206645776328732107.nii,39.0,54.0,68.0
./res_dicom2nifti/268/1.2.826.0.1.3680043.8.498.17698885160480662354399390718275374446/1.2.826.0.1.3680043.8.498.21524656155035970667444655863222573142.nii,44.0,62.0,79.0
./res_dicom2nifti/268/1.2.826.0.1.3680043.8.498.17698885160480662354399390718275374446/1.2.826.0.1.3680043.8.498.65036308465264009116226565026884939190.nii,51.0,62.0,72.0
./res_dicom2nifti/269/1.2.826.0.1.3680043.8.498.15200775179591543054426504067848065224/1.2.826.0.1.3680043.8.498.70559516691255608818886327360523361614.nii,54.0,62.0,70.0
./res_dicom2nifti/27/1.2.826.0.1.3680043.8.498.63479409038529791763995134814029244398/1.2.826.0.1.3680043.8.498.51107999171835194551559144392223189167.nii,-6.0,20.0,47.0
./res_dicom2nifti/270/1.2.826.0.1.3680043.8.498.92806864332615430887108486318105330712/1.2.826.0.1.3680043.8.498.11890043836177263651681056466055732112.nii,25.0,35.0,45.0
./res_dicom2nifti/270/1.2.826.0.1.3680043.8.498.92806864332615430887108486318105330712/1.2.826.0.1.3680043.8.498.93443683056583760607219568270273021327.nii,19.0,35.0,51.0
./res_dicom2nifti/28/1.2.826.0.1.3680043.8.498.13049877969670222134978250252632950036/1.2.826.0.1.3680043.8.498.55189483214952940645163684510766569696.nii,18.0,28.0,37.0
./res_dicom2nifti/29/1.2.826.0.1.3680043.8.498.11507972750532456647059794327687831320/1.2.826.0.1.3680043.8.498.18049646297042919270881226827248858581.nii,43.0,59.0,73.0
./res_dicom2nifti/3/1.2.826.0.1.3680043.8.498.67910990304889234794754091501513946542/1.2.826.0.1.3680043.8.498.80930780181232224004933999742028686719.nii,3.0,20.0,37.0
./res_dicom2nifti/30/1.2.826.0.1.3680043.8.498.45293947221664336993736808614719246148/1.2.826.0.1.3680043.8.498.56275626604655275192234444040641032248.nii,38.0,53.0,68.0
./res_dicom2nifti/31/1.2.826.0.1.3680043.8.498.36716642715558646687061436566986359330/1.2.826.0.1.3680043.8.498.61938435081362409717259991208149205030.nii,25.0,40.0,54.0
./res_dicom2nifti/32/1.2.826.0.1.3680043.8.498.10750011764701866244996625415641245324/1.2.826.0.1.3680043.8.498.12271791880011146086855345359486258878.nii,40.0,58.0,75.0
./res_dicom2nifti/33/1.2.826.0.1.3680043.8.498.13164050192685964284804028596376369244/1.2.826.0.1.3680043.8.498.13299159218546260620761813463500764521.nii,40.0,56.0,73.0
./res_dicom2nifti/34/1.2.826.0.1.3680043.8.498.38471391476318345467372565924124709037/1.2.826.0.1.3680043.8.498.12472808258634790946014945339915789190.nii,25.0,38.0,50.0
./res_dicom2nifti/35/1.2.826.0.1.3680043.8.498.24525738592660638511584316556598840104/1.2.826.0.1.3680043.8.498.32025864144851738456457619726916277737.nii,46.0,59.0,71.0
./res_dicom2nifti/36/1.2.826.0.1.3680043.8.498.30556731267115379729127848840641908852/1.2.826.0.1.3680043.8.498.90904278912869806252230986677898926781.nii,40.0,50.0,60.0
./res_dicom2nifti/36/1.2.826.0.1.3680043.8.498.30556731267115379729127848840641908852/1.2.826.0.1.3680043.8.498.45051965510681635856689552224710411221.nii,31.0,50.0,69.0
./res_dicom2nifti/37/1.2.826.0.1.3680043.8.498.86131450134493061019249608645341529224/1.2.826.0.1.3680043.8.498.14471558791276478372436930401897129583.nii,22.0,41.0,60.0
./res_dicom2nifti/37/1.2.826.0.1.3680043.8.498.86131450134493061019249608645341529224/1.2.826.0.1.3680043.8.498.12089623687491887240022387050593278410.nii,29.0,41.0,52.0
./res_dicom2nifti/38/1.2.826.0.1.3680043.8.498.71355041482946044416711008386409643335/1.2.826.0.1.3680043.8.498.79626908488796310437651039754395585239.nii,20.0,41.0,61.0
./res_dicom2nifti/39/1.2.826.0.1.3680043.8.498.56421000613713685805069320626654732958/1.2.826.0.1.3680043.8.498.51842562285695427124108553329492474880.nii,36.0,51.0,65.0
./res_dicom2nifti/4/1.2.826.0.1.3680043.8.498.55634320838993247342787879576792450653/1.2.826.0.1.3680043.8.498.12857057072401433051460521699702267989.nii,3.0,30.0,56.0
./res_dicom2nifti/40/1.2.826.0.1.3680043.8.498.80104935931080897785539411309435724569/1.2.826.0.1.3680043.8.498.11671521248808998110306049023432564745.nii,13.0,26.0,39.0
./res_dicom2nifti/41/1.2.826.0.1.3680043.8.498.10244991420019119637340603365524674537/1.2.826.0.1.3680043.8.498.54654367537920168426162747113015833139.nii,11.0,29.0,47.0
./res_dicom2nifti/42/1.2.826.0.1.3680043.8.498.11202764354118711947083047965678190811/1.2.826.0.1.3680043.8.498.10555131691893599981788508345209585971.nii,-48.0,-29.0,-11.0
./res_dicom2nifti/43/1.2.826.0.1.3680043.8.498.78887752710459921958759827325369294343/1.2.826.0.1.3680043.8.498.70491384574565115031742831958535295527.nii,47.0,62.0,75.0
./res_dicom2nifti/44/1.2.826.0.1.3680043.8.498.17400962237863473834499142220815548619/1.2.826.0.1.3680043.8.498.47106487481673387963569503436667370847.nii,49.0,59.0,69.0
./res_dicom2nifti/44/1.2.826.0.1.3680043.8.498.17400962237863473834499142220815548619/1.2.826.0.1.3680043.8.498.62112583757361902519972316062078500643.nii,43.0,59.0,75.0
./res_dicom2nifti/45/1.2.826.0.1.3680043.8.498.30069378212360111240222344271859842821/1.2.826.0.1.3680043.8.498.25973022750303410159706581457567489507.nii,26.0,34.0,43.0
./res_dicom2nifti/46/1.2.826.0.1.3680043.8.498.90823424934806925861405580050993804248/1.2.826.0.1.3680043.8.498.10414213844384125222924119935889241782.nii,30.0,47.0,65.0
./res_dicom2nifti/47/1.2.826.0.1.3680043.8.498.12682186867426828709942692780081139314/1.2.826.0.1.3680043.8.498.83532992868766480210087930058918341003.nii,26.0,41.0,57.0
./res_dicom2nifti/48/1.2.826.0.1.3680043.8.498.78005250022922147839122780720364128877/1.2.826.0.1.3680043.8.498.21856035072348003489847302464304961497.nii,41.0,53.0,63.0
./res_dicom2nifti/48/1.2.826.0.1.3680043.8.498.78005250022922147839122780720364128877/1.2.826.0.1.3680043.8.498.37601722125274200045858530935351278300.nii,35.0,53.0,70.0
./res_dicom2nifti/49/1.2.826.0.1.3680043.8.498.11757247216999765658308269559238618719/1.2.826.0.1.3680043.8.498.10090418975609168439234360094286203249.nii,37.0,49.0,60.0
./res_dicom2nifti/5/1.2.826.0.1.3680043.8.498.35311429840816651093237891336035825514/1.2.826.0.1.3680043.8.498.46365234807203212622701858391543954690.nii,7.0,23.0,38.0
./res_dicom2nifti/50/1.2.826.0.1.3680043.8.498.28672442423490290092742709044491382340/1.2.826.0.1.3680043.8.498.10789379997887955871962959817904128540.nii,32.0,46.0,59.0
./res_dicom2nifti/51/1.2.826.0.1.3680043.8.498.13293754598765733532082564087989418433/1.2.826.0.1.3680043.8.498.11146798311078258880583502404047291896.nii,-10.0,11.0,31.0
./res_dicom2nifti/52/1.2.826.0.1.3680043.8.498.10193923132608144071285525728297727851/1.2.826.0.1.3680043.8.498.64907185800784059674129849528370146697.nii,10.0,23.0,36.0
./res_dicom2nifti/52/1.2.826.0.1.3680043.8.498.10193923132608144071285525728297727851/1.2.826.0.1.3680043.8.498.46293624980674892748201052589500077827.nii,2.0,23.0,43.0
./res_dicom2nifti/53/1.2.826.0.1.3680043.8.498.89190897594116404263107278228394519760/1.2.826.0.1.3680043.8.498.93232467033312781065752203417449155167.nii,27.0,42.0,56.0
./res_dicom2nifti/54/1.2.826.0.1.3680043.8.498.32530051792170369341588383484901720516/1.2.826.0.1.3680043.8.498.93938501688620655932319339217195279565.nii,36.0,52.0,68.0
./res_dicom2nifti/55/1.2.826.0.1.3680043.8.498.10941408871396524213617035056748236575/1.2.826.0.1.3680043.8.498.10126395441293223852323092403020167596.nii,17.0,32.0,47.0
./res_dicom2nifti/56/1.2.826.0.1.3680043.8.498.89528464794303297168680079532312067253/1.2.826.0.1.3680043.8.498.43395439589064709480865509723158393225.nii,0.0,17.0,34.0
./res_dicom2nifti/57/1.2.826.0.1.3680043.8.498.12681765095821791252139536787001741300/1.2.826.0.1.3680043.8.498.62749254813814966660094494383337811722.nii,1.0,21.0,41.0
./res_dicom2nifti/58/1.2.826.0.1.3680043.8.498.29417345946862898521029525775461204397/1.2.826.0.1.3680043.8.498.13314811672127271697796818008946465637.nii,20.0,41.0,61.0
./res_dicom2nifti/59/1.2.826.0.1.3680043.8.498.48143155838172092051411412362779018308/1.2.826.0.1.3680043.8.498.68401255870298913181618703134295137399.nii,1.0,15.0,30.0
./res_dicom2nifti/59/1.2.826.0.1.3680043.8.498.48143155838172092051411412362779018308/1.2.826.0.1.3680043.8.498.10563860881248368800006651765927574462.nii,5.0,15.0,26.0
./res_dicom2nifti/6/1.2.826.0.1.3680043.8.498.96770152703623443800901486138527828837/1.2.826.0.1.3680043.8.498.47138363282824867416555373186859837056.nii,3.0,22.0,41.0
./res_dicom2nifti/6/1.2.826.0.1.3680043.8.498.96770152703623443800901486138527828837/1.2.826.0.1.3680043.8.498.62936922154322974298059413866663358841.nii,9.0,21.0,33.0
./res_dicom2nifti/60/1.2.826.0.1.3680043.8.498.68047274590630060098316964464277234025/1.2.826.0.1.3680043.8.498.11272048733976936661110422289682562295.nii,38.0,47.0,56.0
./res_dicom2nifti/61/1.2.826.0.1.3680043.8.498.45110163201604990328057422630801811921/1.2.826.0.1.3680043.8.498.52041175812847058401994184360845273684.nii,26.0,42.0,58.0
./res_dicom2nifti/62/1.2.826.0.1.3680043.8.498.71244423029758754159060145402015963683/1.2.826.0.1.3680043.8.498.10631460026558090433070222465268682778.nii,54.0,63.0,71.0
./res_dicom2nifti/63/1.2.826.0.1.3680043.8.498.10040214062591747567107727787630978405/1.2.826.0.1.3680043.8.498.87504657373136240342054851065446631043.nii,10.0,26.0,42.0
./res_dicom2nifti/64/1.2.826.0.1.3680043.8.498.10922822026556438576920856467117638802/1.2.826.0.1.3680043.8.498.30422686641810357293008911616026593458.nii,14.0,32.0,50.0
./res_dicom2nifti/64/1.2.826.0.1.3680043.8.498.10922822026556438576920856467117638802/1.2.826.0.1.3680043.8.498.38921738978761802131505008853527465612.nii,20.0,32.0,43.0
./res_dicom2nifti/65/1.2.826.0.1.3680043.8.498.12523266281289716422439504626034628878/1.2.826.0.1.3680043.8.498.10830764320276353702829186027422463937.nii,30.0,40.0,51.0
./res_dicom2nifti/65/1.2.826.0.1.3680043.8.498.12523266281289716422439504626034628878/1.2.826.0.1.3680043.8.498.99456433378717168894765109442106120185.nii,23.0,41.0,58.0
./res_dicom2nifti/65/1.2.826.0.1.3680043.8.498.28563894550340333452354231692023388506/1.2.826.0.1.3680043.8.498.22325324277803213201424826845374796003.nii,34.0,44.0,54.0
./res_dicom2nifti/65/1.2.826.0.1.3680043.8.498.55514032051281374118824207634308750369/1.2.826.0.1.3680043.8.498.12265937552538660288496085680203517254.nii,40.0,49.0,58.0
./res_dicom2nifti/65/1.2.826.0.1.3680043.8.498.55514032051281374118824207634308750369/1.2.826.0.1.3680043.8.498.12005477155347963254156064896879216242.nii,35.0,49.0,63.0
./res_dicom2nifti/66/1.2.826.0.1.3680043.8.498.27434573139436754880467858827701377222/1.2.826.0.1.3680043.8.498.12959552480406494406140001307414570477.nii,33.0,50.0,66.0
./res_dicom2nifti/67/1.2.826.0.1.3680043.8.498.33946876179426401399347256746388429689/1.2.826.0.1.3680043.8.498.12941620396796333880249615290031180671.nii,27.0,38.0,49.0
./res_dicom2nifti/68/1.2.826.0.1.3680043.8.498.35108657748274985245792295588846887918/1.2.826.0.1.3680043.8.498.28937338128755381835302601491430450132.nii,2.0,20.0,38.0
./res_dicom2nifti/69/1.2.826.0.1.3680043.8.498.11444605628309227810642476389302269329/1.2.826.0.1.3680043.8.498.74707131826501125500014967314782412132.nii,44.0,55.0,65.0
./res_dicom2nifti/7/1.2.826.0.1.3680043.8.498.92561492744848745415218515325428412461/1.2.826.0.1.3680043.8.498.42157691684097245021275513907546196788.nii,46.0,55.0,63.0
./res_dicom2nifti/7/1.2.826.0.1.3680043.8.498.92561492744848745415218515325428412461/1.2.826.0.1.3680043.8.498.13402560764035164755255899587734776159.nii,41.0,55.0,69.0
./res_dicom2nifti/70/1.2.826.0.1.3680043.8.498.50099072266059414097623779623458165507/1.2.826.0.1.3680043.8.498.57528255198478216761703222391198465743.nii,45.0,55.0,64.0
